tour_instance_bk,service_date,route_sk,route_bk,zone_bk,zone_name,city,start_datetime,end_datetime,visited_container_count,zone_container_count,all_zone_containers_visited,planned_distance_m,actual_distance_m,planned_duration_min,actual_duration_min
TOUR_20260311_23337,2026-03-11,272,ROUTE_0272,TOULOUSE_ZONE_001,Toulouse - Zone 1,Toulouse,2026-03-11 11:53:00,2026-03-11 15:24:00,15,15,True,44583.31,44913.64,213,211
TOUR_20260311_23338,2026-03-11,345,ROUTE_0345,TOULOUSE_ZONE_002,Toulouse - Zone 2,Toulouse,2026-03-11 09:09:00,2026-03-11 11:12:00,14,15,False,9428.26,9897.2,127,123
TOUR_20260311_23339,2026-03-11,165,ROUTE_0165,TOULOUSE_ZONE_007,Toulouse - Zone 7,Toulouse,2026-03-11 06:55:00,2026-03-11 09:35:00,15,15,True,23664.19,24421.95,159,160
TOUR_20260311_23340,2026-03-11,176,ROUTE_0176,TOULOUSE_ZONE_008,Toulouse - Zone 8,Toulouse,2026-03-11 11:28:00,2026-03-11 14:26:00,11,15,False,37796.01,38747.37,184,178
TOUR_20260311_23341,2026-03-11,255,ROUTE_0255,TOULOUSE_ZONE_009,Toulouse - Zone 9,Toulouse,2026-03-11 11:01:00,2026-03-11 13:55:00,15,15,True,23878.62,24447.51,178,174
TOUR_20260312_23342,2026-03-12,50,ROUTE_0050,BORDEAUX_ZONE_003,Bordeaux - Zone 3,Bordeaux,2026-03-12 10:41:00,2026-03-12 12:52:00,10,15,False,19327.6,20142.72,134,131
TOUR_20260312_23343,2026-03-12,414,ROUTE_0414,BORDEAUX_ZONE_004,Bordeaux - Zone 4,Bordeaux,2026-03-12 08:26:00,2026-03-12 11:32:00,15,15,True,35374.65,35776.14,194,186
TOUR_20260312_23344,2026-03-12,361,ROUTE_0361,BORDEAUX_ZONE_006,Bordeaux - Zone 6,Bordeaux,2026-03-12 10:54:00,2026-03-12 13:01:00,13,15,False,27582.03,27980.26,119,127
TOUR_20260312_23345,2026-03-12,85,ROUTE_0085,BORDEAUX_ZONE_007,Bordeaux - Zone 7,Bordeaux,2026-03-12 06:08:00,2026-03-12 08:52:00,14,15,False,34195.5,33886.0,171,164
TOUR_20260312_23346,2026-03-12,252,ROUTE_0252,BORDEAUX_ZONE_008,Bordeaux - Zone 8,Bordeaux,2026-03-12 08:27:00,2026-03-12 11:37:00,15,15,True,34439.9,34569.89,188,190
TOUR_20260312_23347,2026-03-12,349,ROUTE_0349,BORDEAUX_ZONE_009,Bordeaux - Zone 9,Bordeaux,2026-03-12 06:04:00,2026-03-12 08:15:00,14,15,False,14256.88,14151.74,124,131
TOUR_20260312_23348,2026-03-12,131,ROUTE_0131,BORDEAUX_ZONE_011,Bordeaux - Zone 11,Bordeaux,2026-03-12 06:46:00,2026-03-12 09:46:00,15,15,True,31033.11,32547.31,170,180
TOUR_20260312_23349,2026-03-12,15,ROUTE_0015,BORDEAUX_ZONE_012,Bordeaux - Zone 12,Bordeaux,2026-03-12 06:06:00,2026-03-12 08:41:00,15,15,True,18340.67,18467.43,163,155
TOUR_20260312_23350,2026-03-12,341,ROUTE_0341,LILLE_ZONE_002,Lille - Zone 2,Lille,2026-03-12 05:39:00,2026-03-12 07:57:00,15,16,False,17358.32,17456.83,132,138
TOUR_20260312_23351,2026-03-12,309,ROUTE_0309,LILLE_ZONE_003,Lille - Zone 3,Lille,2026-03-12 06:28:00,2026-03-12 09:34:00,14,16,False,32430.05,33486.29,188,186
TOUR_20260312_23352,2026-03-12,238,ROUTE_0238,LILLE_ZONE_007,Lille - Zone 7,Lille,2026-03-12 11:35:00,2026-03-12 14:42:00,15,15,True,40417.28,40180.74,192,187
TOUR_20260312_23353,2026-03-12,463,ROUTE_0463,LILLE_ZONE_008,Lille - Zone 8,Lille,2026-03-12 11:11:00,2026-03-12 13:53:00,12,15,False,37430.62,37762.75,156,162
TOUR_20260312_23354,2026-03-12,125,ROUTE_0125,LILLE_ZONE_011,Lille - Zone 11,Lille,2026-03-12 06:15:00,2026-03-12 09:00:00,15,15,True,26308.85,26819.45,158,165
TOUR_20260312_23355,2026-03-12,230,ROUTE_0230,LILLE_ZONE_013,Lille - Zone 13,Lille,2026-03-12 09:29:00,2026-03-12 12:07:00,15,15,True,30425.78,30903.88,157,158
TOUR_20260312_23356,2026-03-12,346,ROUTE_0346,LYON_ZONE_001,Lyon - Zone 1,Lyon,2026-03-12 09:42:00,2026-03-12 12:03:00,14,16,False,20095.81,20438.26,147,141
TOUR_20260312_23357,2026-03-12,136,ROUTE_0136,LYON_ZONE_002,Lyon - Zone 2,Lyon,2026-03-12 09:22:00,2026-03-12 12:31:00,15,16,False,34531.2,35032.09,181,189
TOUR_20260312_23358,2026-03-12,412,ROUTE_0412,LYON_ZONE_003,Lyon - Zone 3,Lyon,2026-03-12 15:14:00,2026-03-12 18:11:00,16,16,True,26838.01,27975.83,176,177
TOUR_20260312_23359,2026-03-12,326,ROUTE_0326,LYON_ZONE_006,Lyon - Zone 6,Lyon,2026-03-12 09:26:00,2026-03-12 10:56:00,10,15,False,21171.98,21695.47,80,90
TOUR_20260312_23360,2026-03-12,299,ROUTE_0299,LYON_ZONE_007,Lyon - Zone 7,Lyon,2026-03-12 06:58:00,2026-03-12 09:55:00,14,15,False,33341.62,33707.69,170,177
TOUR_20260312_23361,2026-03-12,107,ROUTE_0107,LYON_ZONE_009,Lyon - Zone 9,Lyon,2026-03-12 11:14:00,2026-03-12 13:56:00,15,15,True,20059.11,20176.17,159,162
TOUR_20260312_23362,2026-03-12,184,ROUTE_0184,LYON_ZONE_010,Lyon - Zone 10,Lyon,2026-03-12 07:30:00,2026-03-12 09:46:00,15,15,True,14909.65,15099.46,132,136
TOUR_20260312_23363,2026-03-12,246,ROUTE_0246,LYON_ZONE_011,Lyon - Zone 11,Lyon,2026-03-12 07:26:00,2026-03-12 09:58:00,15,15,True,24097.18,23993.91,150,152
TOUR_20260312_23364,2026-03-12,382,ROUTE_0382,LYON_ZONE_013,Lyon - Zone 13,Lyon,2026-03-12 10:13:00,2026-03-12 12:43:00,15,15,True,21459.83,21504.47,157,150
TOUR_20260312_23365,2026-03-12,369,ROUTE_0369,MARSEILLE_ZONE_001,Marseille - Zone 1,Marseille,2026-03-12 11:15:00,2026-03-12 13:34:00,12,15,False,28248.13,27705.12,141,139
TOUR_20260312_23366,2026-03-12,211,ROUTE_0211,MARSEILLE_ZONE_005,Marseille - Zone 5,Marseille,2026-03-12 09:30:00,2026-03-12 11:35:00,15,15,True,15635.03,15369.4,133,125
TOUR_20260312_23367,2026-03-12,411,ROUTE_0411,MARSEILLE_ZONE_008,Marseille - Zone 8,Marseille,2026-03-12 06:29:00,2026-03-12 09:16:00,15,15,True,17988.37,18715.77,169,167
TOUR_20260312_23368,2026-03-12,460,ROUTE_0460,MARSEILLE_ZONE_011,Marseille - Zone 11,Marseille,2026-03-12 09:25:00,2026-03-12 11:58:00,14,15,False,35602.47,35246.26,157,153
TOUR_20260312_23369,2026-03-12,490,ROUTE_0490,MARSEILLE_ZONE_012,Marseille - Zone 12,Marseille,2026-03-12 05:57:00,2026-03-12 07:53:00,10,14,False,35016.4,35395.27,123,116
TOUR_20260312_23370,2026-03-12,395,ROUTE_0395,MONTPELLIER_ZONE_001,Montpellier - Zone 1,Montpellier,2026-03-12 07:10:00,2026-03-12 09:42:00,16,16,True,20027.24,19858.29,156,152
TOUR_20260312_23371,2026-03-12,183,ROUTE_0183,MONTPELLIER_ZONE_002,Montpellier - Zone 2,Montpellier,2026-03-12 07:23:00,2026-03-12 09:56:00,13,16,False,23546.78,24440.92,158,153
TOUR_20260312_23372,2026-03-12,232,ROUTE_0232,MONTPELLIER_ZONE_004,Montpellier - Zone 4,Montpellier,2026-03-12 08:21:00,2026-03-12 11:02:00,15,15,True,25038.91,25113.3,164,161
TOUR_20260312_23373,2026-03-12,417,ROUTE_0417,MONTPELLIER_ZONE_005,Montpellier - Zone 5,Montpellier,2026-03-12 06:14:00,2026-03-12 07:43:00,11,15,False,16117.47,16930.17,96,89
TOUR_20260312_23374,2026-03-12,172,ROUTE_0172,MONTPELLIER_ZONE_007,Montpellier - Zone 7,Montpellier,2026-03-12 09:40:00,2026-03-12 12:47:00,12,15,False,38592.85,38681.92,178,187
TOUR_20260312_23375,2026-03-12,343,ROUTE_0343,MONTPELLIER_ZONE_010,Montpellier - Zone 10,Montpellier,2026-03-12 06:24:00,2026-03-12 09:00:00,10,15,False,24033.52,24782.74,154,156
TOUR_20260312_23376,2026-03-12,240,ROUTE_0240,MONTPELLIER_ZONE_011,Montpellier - Zone 11,Montpellier,2026-03-12 06:13:00,2026-03-12 08:04:00,10,15,False,19333.76,19120.26,116,111
TOUR_20260312_23377,2026-03-12,342,ROUTE_0342,MONTPELLIER_ZONE_012,Montpellier - Zone 12,Montpellier,2026-03-12 11:46:00,2026-03-12 13:16:00,10,15,False,15589.32,16300.4,97,90
TOUR_20260312_23378,2026-03-12,37,ROUTE_0037,MONTPELLIER_ZONE_013,Montpellier - Zone 13,Montpellier,2026-03-12 05:52:00,2026-03-12 09:05:00,15,15,True,30967.11,30821.97,184,193
TOUR_20260312_23379,2026-03-12,420,ROUTE_0420,MONTPELLIER_ZONE_015,Montpellier - Zone 15,Montpellier,2026-03-12 07:40:00,2026-03-12 10:19:00,11,15,False,38643.13,39257.21,151,159
TOUR_20260312_23380,2026-03-12,447,ROUTE_0447,NANTES_ZONE_001,Nantes - Zone 1,Nantes,2026-03-12 06:29:00,2026-03-12 09:16:00,15,15,True,30418.37,31852.2,164,167
TOUR_20260312_23381,2026-03-12,292,ROUTE_0292,NANTES_ZONE_002,Nantes - Zone 2,Nantes,2026-03-12 06:40:00,2026-03-12 09:03:00,15,15,True,18036.95,17970.27,146,143
TOUR_20260312_23382,2026-03-12,279,ROUTE_0279,NANTES_ZONE_007,Nantes - Zone 7,Nantes,2026-03-12 07:41:00,2026-03-12 11:05:00,13,15,False,41808.4,41201.76,194,204
TOUR_20260312_23383,2026-03-12,374,ROUTE_0374,NANTES_ZONE_010,Nantes - Zone 10,Nantes,2026-03-12 05:56:00,2026-03-12 08:10:00,12,14,False,20961.92,22041.51,137,134
TOUR_20260312_23384,2026-03-12,305,ROUTE_0305,NANTES_ZONE_011,Nantes - Zone 11,Nantes,2026-03-12 09:09:00,2026-03-12 12:08:00,14,14,True,34445.59,34616.54,177,179
TOUR_20260312_23385,2026-03-12,324,ROUTE_0324,NANTES_ZONE_012,Nantes - Zone 12,Nantes,2026-03-12 11:46:00,2026-03-12 13:56:00,14,14,True,14597.91,14378.34,136,130
TOUR_20260312_23386,2026-03-12,318,ROUTE_0318,NICE_ZONE_001,Nice - Zone 1,Nice,2026-03-12 09:56:00,2026-03-12 12:17:00,16,16,True,14450.8,14850.19,139,141
TOUR_20260312_23387,2026-03-12,267,ROUTE_0267,NICE_ZONE_002,Nice - Zone 2,Nice,2026-03-12 05:38:00,2026-03-12 07:40:00,11,16,False,19505.87,19810.81,119,122
TOUR_20260312_23388,2026-03-12,330,ROUTE_0330,NICE_ZONE_004,Nice - Zone 4,Nice,2026-03-12 15:29:00,2026-03-12 17:56:00,13,16,False,14749.51,14822.63,145,147
TOUR_20260312_23389,2026-03-12,182,ROUTE_0182,NICE_ZONE_005,Nice - Zone 5,Nice,2026-03-12 09:50:00,2026-03-12 12:46:00,16,16,True,35239.74,34718.49,182,176
TOUR_20260312_23390,2026-03-12,428,ROUTE_0428,NICE_ZONE_006,Nice - Zone 6,Nice,2026-03-12 14:47:00,2026-03-12 17:19:00,16,16,True,20262.59,20293.0,156,152
TOUR_20260312_23391,2026-03-12,325,ROUTE_0325,NICE_ZONE_007,Nice - Zone 7,Nice,2026-03-12 10:38:00,2026-03-12 14:31:00,16,16,True,38698.16,39927.7,230,233
TOUR_20260312_23392,2026-03-12,394,ROUTE_0394,NICE_ZONE_008,Nice - Zone 8,Nice,2026-03-12 09:07:00,2026-03-12 12:25:00,15,15,True,39582.05,38940.63,192,198
TOUR_20260312_23393,2026-03-12,458,ROUTE_0458,NICE_ZONE_009,Nice - Zone 9,Nice,2026-03-12 13:44:00,2026-03-12 16:05:00,12,15,False,16814.1,17356.8,143,141
TOUR_20260312_23394,2026-03-12,384,ROUTE_0384,NICE_ZONE_012,Nice - Zone 12,Nice,2026-03-12 06:20:00,2026-03-12 10:02:00,15,15,True,43380.85,44908.62,214,222
TOUR_20260312_23395,2026-03-12,48,ROUTE_0048,PARIS_ZONE_001,Paris - Zone 1,Paris,2026-03-12 08:18:00,2026-03-12 11:52:00,16,16,True,32255.71,32633.48,206,214
TOUR_20260312_23396,2026-03-12,266,ROUTE_0266,PARIS_ZONE_003,Paris - Zone 3,Paris,2026-03-12 05:48:00,2026-03-12 08:04:00,15,16,False,13842.95,13909.74,126,136
TOUR_20260312_23397,2026-03-12,54,ROUTE_0054,PARIS_ZONE_004,Paris - Zone 4,Paris,2026-03-12 06:51:00,2026-03-12 08:46:00,11,16,False,16871.56,16576.51,117,115
TOUR_20260312_23398,2026-03-12,9,ROUTE_0009,PARIS_ZONE_006,Paris - Zone 6,Paris,2026-03-12 10:35:00,2026-03-12 12:34:00,11,15,False,24653.75,25028.82,118,119
TOUR_20260312_23399,2026-03-12,288,ROUTE_0288,PARIS_ZONE_008,Paris - Zone 8,Paris,2026-03-12 06:20:00,2026-03-12 07:59:00,10,15,False,16540.24,17313.17,95,99
TOUR_20260312_23400,2026-03-12,445,ROUTE_0445,PARIS_ZONE_009,Paris - Zone 9,Paris,2026-03-12 07:19:00,2026-03-12 10:14:00,15,15,True,27888.27,29016.71,182,175
TOUR_20260312_23401,2026-03-12,150,ROUTE_0150,PARIS_ZONE_010,Paris - Zone 10,Paris,2026-03-12 05:59:00,2026-03-12 08:47:00,15,15,True,31961.83,32449.35,171,168
TOUR_20260312_23402,2026-03-12,308,ROUTE_0308,PARIS_ZONE_011,Paris - Zone 11,Paris,2026-03-12 07:34:00,2026-03-12 10:50:00,15,15,True,38943.65,38944.93,188,196
TOUR_20260312_23403,2026-03-12,298,ROUTE_0298,STRASBOURG_ZONE_003,Strasbourg - Zone 3,Strasbourg,2026-03-12 07:43:00,2026-03-12 10:13:00,12,15,False,20196.08,19886.06,156,150
TOUR_20260312_23404,2026-03-12,22,ROUTE_0022,STRASBOURG_ZONE_005,Strasbourg - Zone 5,Strasbourg,2026-03-12 09:27:00,2026-03-12 11:24:00,12,15,False,19330.61,20216.8,113,117
TOUR_20260312_23405,2026-03-12,432,ROUTE_0432,STRASBOURG_ZONE_006,Strasbourg - Zone 6,Strasbourg,2026-03-12 14:45:00,2026-03-12 17:31:00,15,15,True,31555.14,32646.89,166,166
TOUR_20260312_23406,2026-03-12,14,ROUTE_0014,STRASBOURG_ZONE_007,Strasbourg - Zone 7,Strasbourg,2026-03-12 13:49:00,2026-03-12 16:50:00,13,15,False,30679.34,30327.91,181,181
TOUR_20260312_23407,2026-03-12,214,ROUTE_0214,STRASBOURG_ZONE_008,Strasbourg - Zone 8,Strasbourg,2026-03-12 14:02:00,2026-03-12 15:42:00,11,15,False,13099.32,13089.31,103,100
TOUR_20260312_23408,2026-03-12,75,ROUTE_0075,STRASBOURG_ZONE_009,Strasbourg - Zone 9,Strasbourg,2026-03-12 08:17:00,2026-03-12 10:18:00,13,15,False,16088.53,16879.61,114,121
TOUR_20260312_23409,2026-03-12,367,ROUTE_0367,STRASBOURG_ZONE_010,Strasbourg - Zone 10,Strasbourg,2026-03-12 05:56:00,2026-03-12 08:37:00,15,15,True,23034.93,23088.7,160,161
TOUR_20260312_23410,2026-03-12,42,ROUTE_0042,TOULOUSE_ZONE_003,Toulouse - Zone 3,Toulouse,2026-03-12 11:40:00,2026-03-12 13:42:00,11,15,False,22117.04,22341.35,130,122
TOUR_20260312_23411,2026-03-12,165,ROUTE_0165,TOULOUSE_ZONE_007,Toulouse - Zone 7,Toulouse,2026-03-12 11:43:00,2026-03-12 14:25:00,14,15,False,25970.54,26769.36,155,162
TOUR_20260312_23412,2026-03-12,139,ROUTE_0139,TOULOUSE_ZONE_009,Toulouse - Zone 9,Toulouse,2026-03-12 07:04:00,2026-03-12 09:33:00,15,15,True,26746.81,26721.82,153,149
TOUR_20260312_23413,2026-03-12,450,ROUTE_0450,TOULOUSE_ZONE_013,Toulouse - Zone 13,Toulouse,2026-03-12 07:00:00,2026-03-12 09:33:00,14,14,True,28065.06,28312.67,145,153
TOUR_20260313_23414,2026-03-13,360,ROUTE_0360,BORDEAUX_ZONE_003,Bordeaux - Zone 3,Bordeaux,2026-03-13 07:18:00,2026-03-13 09:03:00,10,15,False,12497.63,12618.7,104,105
TOUR_20260313_23415,2026-03-13,213,ROUTE_0213,BORDEAUX_ZONE_012,Bordeaux - Zone 12,Bordeaux,2026-03-13 06:43:00,2026-03-13 09:40:00,15,15,True,43378.45,43247.02,177,177
TOUR_20260313_23416,2026-03-13,355,ROUTE_0355,BORDEAUX_ZONE_014,Bordeaux - Zone 14,Bordeaux,2026-03-13 09:38:00,2026-03-13 12:08:00,14,14,True,28376.46,27856.43,148,150
TOUR_20260313_23417,2026-03-13,190,ROUTE_0190,LILLE_ZONE_001,Lille - Zone 1,Lille,2026-03-13 09:28:00,2026-03-13 12:30:00,14,16,False,30096.02,30989.75,186,182
TOUR_20260313_23418,2026-03-13,164,ROUTE_0164,LILLE_ZONE_004,Lille - Zone 4,Lille,2026-03-13 05:43:00,2026-03-13 08:14:00,14,16,False,23104.09,22806.43,158,151
TOUR_20260313_23419,2026-03-13,229,ROUTE_0229,LILLE_ZONE_006,Lille - Zone 6,Lille,2026-03-13 09:38:00,2026-03-13 11:34:00,10,15,False,31024.21,30858.07,107,116
TOUR_20260313_23420,2026-03-13,238,ROUTE_0238,LILLE_ZONE_007,Lille - Zone 7,Lille,2026-03-13 13:22:00,2026-03-13 16:24:00,14,15,False,41645.17,40880.82,172,182
TOUR_20260313_23421,2026-03-13,499,ROUTE_0499,LILLE_ZONE_009,Lille - Zone 9,Lille,2026-03-13 06:48:00,2026-03-13 08:15:00,11,15,False,8967.26,9023.67,94,87
TOUR_20260313_23422,2026-03-13,289,ROUTE_0289,LILLE_ZONE_012,Lille - Zone 12,Lille,2026-03-13 10:40:00,2026-03-13 13:43:00,15,15,True,44765.39,45879.11,179,183
TOUR_20260313_23423,2026-03-13,198,ROUTE_0198,LILLE_ZONE_013,Lille - Zone 13,Lille,2026-03-13 06:18:00,2026-03-13 08:45:00,12,15,False,31504.07,32667.69,137,147
TOUR_20260313_23424,2026-03-13,426,ROUTE_0426,LYON_ZONE_002,Lyon - Zone 2,Lyon,2026-03-13 10:54:00,2026-03-13 13:54:00,13,16,False,35487.74,35828.31,185,180
TOUR_20260313_23425,2026-03-13,284,ROUTE_0284,LYON_ZONE_003,Lyon - Zone 3,Lyon,2026-03-13 07:29:00,2026-03-13 09:53:00,11,16,False,36536.73,36549.8,147,144
TOUR_20260313_23426,2026-03-13,209,ROUTE_0209,LYON_ZONE_005,Lyon - Zone 5,Lyon,2026-03-13 08:13:00,2026-03-13 10:39:00,13,15,False,17956.48,18273.21,147,146
TOUR_20260313_23427,2026-03-13,250,ROUTE_0250,LYON_ZONE_006,Lyon - Zone 6,Lyon,2026-03-13 10:20:00,2026-03-13 13:25:00,15,15,True,32708.61,34273.88,186,185
TOUR_20260313_23428,2026-03-13,451,ROUTE_0451,LYON_ZONE_007,Lyon - Zone 7,Lyon,2026-03-13 07:37:00,2026-03-13 10:05:00,15,15,True,26152.12,26791.52,138,148
TOUR_20260313_23429,2026-03-13,184,ROUTE_0184,LYON_ZONE_010,Lyon - Zone 10,Lyon,2026-03-13 07:16:00,2026-03-13 09:38:00,15,15,True,11734.59,12127.35,142,142
TOUR_20260313_23430,2026-03-13,246,ROUTE_0246,LYON_ZONE_011,Lyon - Zone 11,Lyon,2026-03-13 10:08:00,2026-03-13 11:46:00,10,15,False,20465.35,21002.5,99,98
TOUR_20260313_23431,2026-03-13,195,ROUTE_0195,MARSEILLE_ZONE_001,Marseille - Zone 1,Marseille,2026-03-13 10:16:00,2026-03-13 13:23:00,14,15,False,38401.75,38233.74,190,187
TOUR_20260313_23432,2026-03-13,11,ROUTE_0011,MARSEILLE_ZONE_002,Marseille - Zone 2,Marseille,2026-03-13 09:43:00,2026-03-13 12:30:00,15,15,True,31102.64,32298.71,172,167
TOUR_20260313_23433,2026-03-13,28,ROUTE_0028,MARSEILLE_ZONE_005,Marseille - Zone 5,Marseille,2026-03-13 08:11:00,2026-03-13 10:20:00,10,15,False,23861.31,24618.04,123,129
TOUR_20260313_23434,2026-03-13,77,ROUTE_0077,MARSEILLE_ZONE_006,Marseille - Zone 6,Marseille,2026-03-13 13:56:00,2026-03-13 17:08:00,12,15,False,44153.34,44501.3,196,192
TOUR_20260313_23435,2026-03-13,393,ROUTE_0393,MARSEILLE_ZONE_007,Marseille - Zone 7,Marseille,2026-03-13 10:36:00,2026-03-13 13:47:00,13,15,False,40630.79,41863.58,192,191
TOUR_20260313_23436,2026-03-13,321,ROUTE_0321,MARSEILLE_ZONE_009,Marseille - Zone 9,Marseille,2026-03-13 08:06:00,2026-03-13 10:43:00,11,15,False,30457.56,31062.9,159,157
TOUR_20260313_23437,2026-03-13,21,ROUTE_0021,MARSEILLE_ZONE_011,Marseille - Zone 11,Marseille,2026-03-13 06:22:00,2026-03-13 09:27:00,15,15,True,24092.13,24445.45,193,185
TOUR_20260313_23438,2026-03-13,186,ROUTE_0186,MARSEILLE_ZONE_012,Marseille - Zone 12,Marseille,2026-03-13 05:45:00,2026-03-13 08:05:00,14,14,True,27068.41,27533.92,135,140
TOUR_20260313_23439,2026-03-13,147,ROUTE_0147,MARSEILLE_ZONE_013,Marseille - Zone 13,Marseille,2026-03-13 06:50:00,2026-03-13 09:44:00,11,14,False,26069.4,27346.01,169,174
TOUR_20260313_23440,2026-03-13,290,ROUTE_0290,MONTPELLIER_ZONE_004,Montpellier - Zone 4,Montpellier,2026-03-13 08:30:00,2026-03-13 11:36:00,15,15,True,43512.09,43187.72,192,186
TOUR_20260313_23441,2026-03-13,187,ROUTE_0187,MONTPELLIER_ZONE_005,Montpellier - Zone 5,Montpellier,2026-03-13 11:18:00,2026-03-13 13:19:00,14,15,False,18769.52,18986.91,126,121
TOUR_20260313_23442,2026-03-13,34,ROUTE_0034,MONTPELLIER_ZONE_006,Montpellier - Zone 6,Montpellier,2026-03-13 06:00:00,2026-03-13 09:06:00,15,15,True,25876.38,25789.64,188,186
TOUR_20260313_23443,2026-03-13,466,ROUTE_0466,MONTPELLIER_ZONE_008,Montpellier - Zone 8,Montpellier,2026-03-13 07:47:00,2026-03-13 09:49:00,14,15,False,11558.29,11431.21,117,122
TOUR_20260313_23444,2026-03-13,188,ROUTE_0188,MONTPELLIER_ZONE_010,Montpellier - Zone 10,Montpellier,2026-03-13 09:40:00,2026-03-13 12:42:00,13,15,False,29815.19,30424.21,174,182
TOUR_20260313_23445,2026-03-13,476,ROUTE_0476,MONTPELLIER_ZONE_013,Montpellier - Zone 13,Montpellier,2026-03-13 07:45:00,2026-03-13 09:52:00,12,15,False,24903.9,24429.66,125,127
TOUR_20260313_23446,2026-03-13,163,ROUTE_0163,MONTPELLIER_ZONE_014,Montpellier - Zone 14,Montpellier,2026-03-13 08:21:00,2026-03-13 11:07:00,14,15,False,33361.78,33570.8,170,166
TOUR_20260313_23447,2026-03-13,282,ROUTE_0282,NANTES_ZONE_001,Nantes - Zone 1,Nantes,2026-03-13 06:22:00,2026-03-13 08:28:00,13,15,False,16357.83,16177.06,126,126
TOUR_20260313_23448,2026-03-13,239,ROUTE_0239,NANTES_ZONE_002,Nantes - Zone 2,Nantes,2026-03-13 14:57:00,2026-03-13 17:02:00,13,15,False,18439.77,18885.23,133,125
TOUR_20260313_23449,2026-03-13,323,ROUTE_0323,NANTES_ZONE_004,Nantes - Zone 4,Nantes,2026-03-13 10:55:00,2026-03-13 12:52:00,11,15,False,14030.92,14268.4,108,117
TOUR_20260313_23450,2026-03-13,294,ROUTE_0294,NANTES_ZONE_006,Nantes - Zone 6,Nantes,2026-03-13 07:26:00,2026-03-13 10:15:00,13,15,False,38057.65,39597.94,168,169
TOUR_20260313_23451,2026-03-13,13,ROUTE_0013,NANTES_ZONE_007,Nantes - Zone 7,Nantes,2026-03-13 07:19:00,2026-03-13 10:46:00,15,15,True,33678.95,35102.06,215,207
TOUR_20260313_23452,2026-03-13,245,ROUTE_0245,NANTES_ZONE_009,Nantes - Zone 9,Nantes,2026-03-13 10:55:00,2026-03-13 13:02:00,14,14,True,12923.1,13270.1,127,127
TOUR_20260313_23453,2026-03-13,89,ROUTE_0089,NANTES_ZONE_010,Nantes - Zone 10,Nantes,2026-03-13 07:01:00,2026-03-13 09:02:00,10,14,False,21689.11,21911.38,113,121
TOUR_20260313_23454,2026-03-13,305,ROUTE_0305,NANTES_ZONE_011,Nantes - Zone 11,Nantes,2026-03-13 09:16:00,2026-03-13 12:21:00,14,14,True,32642.17,33085.77,182,185
TOUR_20260313_23455,2026-03-13,422,ROUTE_0422,NANTES_ZONE_013,Nantes - Zone 13,Nantes,2026-03-13 10:44:00,2026-03-13 13:15:00,14,14,True,26748.9,26752.1,148,151
TOUR_20260313_23456,2026-03-13,318,ROUTE_0318,NICE_ZONE_001,Nice - Zone 1,Nice,2026-03-13 06:02:00,2026-03-13 08:22:00,16,16,True,15282.96,15541.75,135,140
TOUR_20260313_23457,2026-03-13,399,ROUTE_0399,NICE_ZONE_004,Nice - Zone 4,Nice,2026-03-13 07:21:00,2026-03-13 09:33:00,11,16,False,36761.63,36829.89,137,132
TOUR_20260313_23458,2026-03-13,302,ROUTE_0302,NICE_ZONE_005,Nice - Zone 5,Nice,2026-03-13 11:10:00,2026-03-13 13:28:00,16,16,True,21756.03,22860.74,131,138
TOUR_20260313_23459,2026-03-13,473,ROUTE_0473,NICE_ZONE_006,Nice - Zone 6,Nice,2026-03-13 14:24:00,2026-03-13 16:59:00,14,16,False,31177.44,30598.63,153,155
TOUR_20260313_23460,2026-03-13,394,ROUTE_0394,NICE_ZONE_008,Nice - Zone 8,Nice,2026-03-13 06:59:00,2026-03-13 10:25:00,12,15,False,37930.81,39611.65,203,206
TOUR_20260313_23461,2026-03-13,5,ROUTE_0005,NICE_ZONE_009,Nice - Zone 9,Nice,2026-03-13 07:51:00,2026-03-13 11:12:00,15,15,True,37412.86,36984.83,200,201
TOUR_20260313_23462,2026-03-13,391,ROUTE_0391,NICE_ZONE_011,Nice - Zone 11,Nice,2026-03-13 07:20:00,2026-03-13 09:34:00,15,15,True,13356.69,14001.4,126,134
TOUR_20260313_23463,2026-03-13,313,ROUTE_0313,PARIS_ZONE_003,Paris - Zone 3,Paris,2026-03-13 11:29:00,2026-03-13 13:31:00,10,16,False,24584.03,24160.77,117,122
TOUR_20260313_23464,2026-03-13,277,ROUTE_0277,PARIS_ZONE_004,Paris - Zone 4,Paris,2026-03-13 06:17:00,2026-03-13 09:49:00,16,16,True,39764.18,41759.43,211,212
TOUR_20260313_23465,2026-03-13,116,ROUTE_0116,PARIS_ZONE_005,Paris - Zone 5,Paris,2026-03-13 06:48:00,2026-03-13 09:25:00,11,16,False,35457.67,36269.81,160,157
TOUR_20260313_23466,2026-03-13,288,ROUTE_0288,PARIS_ZONE_008,Paris - Zone 8,Paris,2026-03-13 10:19:00,2026-03-13 12:54:00,15,15,True,18643.93,18912.06,147,155
TOUR_20260313_23467,2026-03-13,300,ROUTE_0300,PARIS_ZONE_009,Paris - Zone 9,Paris,2026-03-13 05:47:00,2026-03-13 09:20:00,15,15,True,37495.61,38907.54,206,213
