tour_instance_bk,service_date,zone_bk,route_bk,agent_bk,role_in_tour,start_datetime,end_datetime
TOUR_20260413_25510,2026-04-13,MARSEILLE_ZONE_006,ROUTE_0077,AGENT_00316,COLLECTOR,2026-04-13 13:23:00,2026-04-13 16:38:00
TOUR_20260413_25510,2026-04-13,MARSEILLE_ZONE_006,ROUTE_0077,AGENT_00401,SUPERVISOR,2026-04-13 13:23:00,2026-04-13 16:38:00
TOUR_20260413_25511,2026-04-13,MARSEILLE_ZONE_007,ROUTE_0225,AGENT_00235,DRIVER,2026-04-13 09:33:00,2026-04-13 11:59:00
TOUR_20260413_25511,2026-04-13,MARSEILLE_ZONE_007,ROUTE_0225,AGENT_00090,COLLECTOR,2026-04-13 09:33:00,2026-04-13 11:59:00
TOUR_20260413_25511,2026-04-13,MARSEILLE_ZONE_007,ROUTE_0225,AGENT_00943,COLLECTOR,2026-04-13 09:33:00,2026-04-13 11:59:00
TOUR_20260413_25512,2026-04-13,MARSEILLE_ZONE_008,ROUTE_0350,AGENT_00081,DRIVER,2026-04-13 15:15:00,2026-04-13 16:46:00
TOUR_20260413_25512,2026-04-13,MARSEILLE_ZONE_008,ROUTE_0350,AGENT_00096,COLLECTOR,2026-04-13 15:15:00,2026-04-13 16:46:00
TOUR_20260413_25513,2026-04-13,MONTPELLIER_ZONE_003,ROUTE_0348,AGENT_00806,DRIVER,2026-04-13 06:01:00,2026-04-13 08:21:00
TOUR_20260413_25513,2026-04-13,MONTPELLIER_ZONE_003,ROUTE_0348,AGENT_00144,COLLECTOR,2026-04-13 06:01:00,2026-04-13 08:21:00
TOUR_20260413_25513,2026-04-13,MONTPELLIER_ZONE_003,ROUTE_0348,AGENT_00422,SUPERVISOR,2026-04-13 06:01:00,2026-04-13 08:21:00
TOUR_20260413_25514,2026-04-13,MONTPELLIER_ZONE_006,ROUTE_0274,AGENT_00326,DRIVER,2026-04-13 11:27:00,2026-04-13 14:48:00
TOUR_20260413_25514,2026-04-13,MONTPELLIER_ZONE_006,ROUTE_0274,AGENT_00948,COLLECTOR,2026-04-13 11:27:00,2026-04-13 14:48:00
TOUR_20260413_25515,2026-04-13,MONTPELLIER_ZONE_007,ROUTE_0110,AGENT_00950,DRIVER,2026-04-13 07:27:00,2026-04-13 09:17:00
TOUR_20260413_25515,2026-04-13,MONTPELLIER_ZONE_007,ROUTE_0110,AGENT_00450,COLLECTOR,2026-04-13 07:27:00,2026-04-13 09:17:00
TOUR_20260413_25515,2026-04-13,MONTPELLIER_ZONE_007,ROUTE_0110,AGENT_00568,SUPERVISOR,2026-04-13 07:27:00,2026-04-13 09:17:00
TOUR_20260413_25516,2026-04-13,MONTPELLIER_ZONE_008,ROUTE_0466,AGENT_00237,DRIVER,2026-04-13 14:38:00,2026-04-13 16:34:00
TOUR_20260413_25516,2026-04-13,MONTPELLIER_ZONE_008,ROUTE_0466,AGENT_00420,COLLECTOR,2026-04-13 14:38:00,2026-04-13 16:34:00
TOUR_20260413_25517,2026-04-13,MONTPELLIER_ZONE_010,ROUTE_0343,AGENT_00241,DRIVER,2026-04-13 07:49:00,2026-04-13 10:35:00
TOUR_20260413_25517,2026-04-13,MONTPELLIER_ZONE_010,ROUTE_0343,AGENT_00175,COLLECTOR,2026-04-13 07:49:00,2026-04-13 10:35:00
TOUR_20260413_25517,2026-04-13,MONTPELLIER_ZONE_010,ROUTE_0343,AGENT_00083,COLLECTOR,2026-04-13 07:49:00,2026-04-13 10:35:00
TOUR_20260413_25517,2026-04-13,MONTPELLIER_ZONE_010,ROUTE_0343,AGENT_00007,SUPERVISOR,2026-04-13 07:49:00,2026-04-13 10:35:00
TOUR_20260413_25518,2026-04-13,MONTPELLIER_ZONE_011,ROUTE_0070,AGENT_00201,DRIVER,2026-04-13 08:25:00,2026-04-13 11:28:00
TOUR_20260413_25518,2026-04-13,MONTPELLIER_ZONE_011,ROUTE_0070,AGENT_00055,COLLECTOR,2026-04-13 08:25:00,2026-04-13 11:28:00
TOUR_20260413_25518,2026-04-13,MONTPELLIER_ZONE_011,ROUTE_0070,AGENT_00276,COLLECTOR,2026-04-13 08:25:00,2026-04-13 11:28:00
TOUR_20260413_25519,2026-04-13,MONTPELLIER_ZONE_012,ROUTE_0342,AGENT_00234,DRIVER,2026-04-13 11:46:00,2026-04-13 13:31:00
TOUR_20260413_25519,2026-04-13,MONTPELLIER_ZONE_012,ROUTE_0342,AGENT_00048,COLLECTOR,2026-04-13 11:46:00,2026-04-13 13:31:00
TOUR_20260413_25519,2026-04-13,MONTPELLIER_ZONE_012,ROUTE_0342,AGENT_00631,SUPERVISOR,2026-04-13 11:46:00,2026-04-13 13:31:00
TOUR_20260413_25520,2026-04-13,MONTPELLIER_ZONE_013,ROUTE_0037,AGENT_00842,DRIVER,2026-04-13 10:27:00,2026-04-13 13:11:00
TOUR_20260413_25520,2026-04-13,MONTPELLIER_ZONE_013,ROUTE_0037,AGENT_00157,COLLECTOR,2026-04-13 10:27:00,2026-04-13 13:11:00
TOUR_20260413_25521,2026-04-13,MONTPELLIER_ZONE_014,ROUTE_0074,AGENT_00410,DRIVER,2026-04-13 09:18:00,2026-04-13 11:27:00
TOUR_20260413_25521,2026-04-13,MONTPELLIER_ZONE_014,ROUTE_0074,AGENT_00905,COLLECTOR,2026-04-13 09:18:00,2026-04-13 11:27:00
TOUR_20260413_25522,2026-04-13,MONTPELLIER_ZONE_015,ROUTE_0223,AGENT_00644,DRIVER,2026-04-13 07:17:00,2026-04-13 09:10:00
TOUR_20260413_25522,2026-04-13,MONTPELLIER_ZONE_015,ROUTE_0223,AGENT_00309,COLLECTOR,2026-04-13 07:17:00,2026-04-13 09:10:00
TOUR_20260413_25523,2026-04-13,NANTES_ZONE_002,ROUTE_0292,AGENT_00293,DRIVER,2026-04-13 06:49:00,2026-04-13 08:39:00
TOUR_20260413_25523,2026-04-13,NANTES_ZONE_002,ROUTE_0292,AGENT_00626,COLLECTOR,2026-04-13 06:49:00,2026-04-13 08:39:00
TOUR_20260413_25523,2026-04-13,NANTES_ZONE_002,ROUTE_0292,AGENT_00520,SUPERVISOR,2026-04-13 06:49:00,2026-04-13 08:39:00
TOUR_20260413_25524,2026-04-13,NANTES_ZONE_003,ROUTE_0090,AGENT_00027,DRIVER,2026-04-13 11:03:00,2026-04-13 13:49:00
TOUR_20260413_25524,2026-04-13,NANTES_ZONE_003,ROUTE_0090,AGENT_00796,COLLECTOR,2026-04-13 11:03:00,2026-04-13 13:49:00
TOUR_20260413_25525,2026-04-13,NANTES_ZONE_005,ROUTE_0002,AGENT_00882,DRIVER,2026-04-13 05:41:00,2026-04-13 07:50:00
TOUR_20260413_25525,2026-04-13,NANTES_ZONE_005,ROUTE_0002,AGENT_00425,COLLECTOR,2026-04-13 05:41:00,2026-04-13 07:50:00
TOUR_20260413_25525,2026-04-13,NANTES_ZONE_005,ROUTE_0002,AGENT_00216,COLLECTOR,2026-04-13 05:41:00,2026-04-13 07:50:00
TOUR_20260413_25525,2026-04-13,NANTES_ZONE_005,ROUTE_0002,AGENT_00828,SUPERVISOR,2026-04-13 05:41:00,2026-04-13 07:50:00
TOUR_20260413_25526,2026-04-13,NANTES_ZONE_010,ROUTE_0196,AGENT_00957,DRIVER,2026-04-13 07:39:00,2026-04-13 10:10:00
TOUR_20260413_25526,2026-04-13,NANTES_ZONE_010,ROUTE_0196,AGENT_00954,COLLECTOR,2026-04-13 07:39:00,2026-04-13 10:10:00
TOUR_20260413_25526,2026-04-13,NANTES_ZONE_010,ROUTE_0196,AGENT_00323,COLLECTOR,2026-04-13 07:39:00,2026-04-13 10:10:00
TOUR_20260413_25527,2026-04-13,NANTES_ZONE_011,ROUTE_0305,AGENT_00757,DRIVER,2026-04-13 15:09:00,2026-04-13 18:02:00
TOUR_20260413_25527,2026-04-13,NANTES_ZONE_011,ROUTE_0305,AGENT_00451,COLLECTOR,2026-04-13 15:09:00,2026-04-13 18:02:00
TOUR_20260413_25527,2026-04-13,NANTES_ZONE_011,ROUTE_0305,AGENT_00299,COLLECTOR,2026-04-13 15:09:00,2026-04-13 18:02:00
TOUR_20260413_25528,2026-04-13,NANTES_ZONE_013,ROUTE_0166,AGENT_00674,DRIVER,2026-04-13 13:22:00,2026-04-13 15:39:00
TOUR_20260413_25528,2026-04-13,NANTES_ZONE_013,ROUTE_0166,AGENT_00252,COLLECTOR,2026-04-13 13:22:00,2026-04-13 15:39:00
TOUR_20260413_25528,2026-04-13,NANTES_ZONE_013,ROUTE_0166,AGENT_00223,SUPERVISOR,2026-04-13 13:22:00,2026-04-13 15:39:00
TOUR_20260413_25529,2026-04-13,NANTES_ZONE_014,ROUTE_0053,AGENT_00868,DRIVER,2026-04-13 09:00:00,2026-04-13 11:08:00
TOUR_20260413_25529,2026-04-13,NANTES_ZONE_014,ROUTE_0053,AGENT_00773,COLLECTOR,2026-04-13 09:00:00,2026-04-13 11:08:00
TOUR_20260413_25530,2026-04-13,NICE_ZONE_001,ROUTE_0159,AGENT_00856,DRIVER,2026-04-13 06:33:00,2026-04-13 09:10:00
TOUR_20260413_25530,2026-04-13,NICE_ZONE_001,ROUTE_0159,AGENT_00759,COLLECTOR,2026-04-13 06:33:00,2026-04-13 09:10:00
TOUR_20260413_25530,2026-04-13,NICE_ZONE_001,ROUTE_0159,AGENT_00417,COLLECTOR,2026-04-13 06:33:00,2026-04-13 09:10:00
TOUR_20260413_25531,2026-04-13,NICE_ZONE_002,ROUTE_0267,AGENT_00412,DRIVER,2026-04-13 06:50:00,2026-04-13 09:24:00
TOUR_20260413_25531,2026-04-13,NICE_ZONE_002,ROUTE_0267,AGENT_00895,COLLECTOR,2026-04-13 06:50:00,2026-04-13 09:24:00
TOUR_20260413_25532,2026-04-13,NICE_ZONE_003,ROUTE_0192,AGENT_00036,DRIVER,2026-04-13 14:31:00,2026-04-13 17:24:00
TOUR_20260413_25532,2026-04-13,NICE_ZONE_003,ROUTE_0192,AGENT_00286,COLLECTOR,2026-04-13 14:31:00,2026-04-13 17:24:00
TOUR_20260413_25533,2026-04-13,NICE_ZONE_005,ROUTE_0162,AGENT_00517,DRIVER,2026-04-13 15:21:00,2026-04-13 17:34:00
TOUR_20260413_25533,2026-04-13,NICE_ZONE_005,ROUTE_0162,AGENT_00105,COLLECTOR,2026-04-13 15:21:00,2026-04-13 17:34:00
TOUR_20260413_25534,2026-04-13,NICE_ZONE_007,ROUTE_0325,AGENT_00625,DRIVER,2026-04-13 08:18:00,2026-04-13 11:18:00
TOUR_20260413_25534,2026-04-13,NICE_ZONE_007,ROUTE_0325,AGENT_00331,COLLECTOR,2026-04-13 08:18:00,2026-04-13 11:18:00
TOUR_20260413_25535,2026-04-13,NICE_ZONE_013,ROUTE_0227,AGENT_00524,DRIVER,2026-04-13 05:58:00,2026-04-13 09:20:00
TOUR_20260413_25535,2026-04-13,NICE_ZONE_013,ROUTE_0227,AGENT_00651,COLLECTOR,2026-04-13 05:58:00,2026-04-13 09:20:00
TOUR_20260413_25536,2026-04-13,PARIS_ZONE_001,ROUTE_0065,AGENT_00827,DRIVER,2026-04-13 13:29:00,2026-04-13 16:33:00
TOUR_20260413_25536,2026-04-13,PARIS_ZONE_001,ROUTE_0065,AGENT_00291,COLLECTOR,2026-04-13 13:29:00,2026-04-13 16:33:00
TOUR_20260413_25537,2026-04-13,PARIS_ZONE_006,ROUTE_0057,AGENT_00166,DRIVER,2026-04-13 07:40:00,2026-04-13 10:21:00
TOUR_20260413_25537,2026-04-13,PARIS_ZONE_006,ROUTE_0057,AGENT_00934,COLLECTOR,2026-04-13 07:40:00,2026-04-13 10:21:00
TOUR_20260413_25538,2026-04-13,PARIS_ZONE_007,ROUTE_0073,AGENT_00989,DRIVER,2026-04-13 14:25:00,2026-04-13 16:30:00
TOUR_20260413_25538,2026-04-13,PARIS_ZONE_007,ROUTE_0073,AGENT_00982,COLLECTOR,2026-04-13 14:25:00,2026-04-13 16:30:00
TOUR_20260413_25539,2026-04-13,PARIS_ZONE_010,ROUTE_0146,AGENT_00486,DRIVER,2026-04-13 08:06:00,2026-04-13 10:36:00
TOUR_20260413_25539,2026-04-13,PARIS_ZONE_010,ROUTE_0146,AGENT_00898,COLLECTOR,2026-04-13 08:06:00,2026-04-13 10:36:00
TOUR_20260413_25540,2026-04-13,PARIS_ZONE_011,ROUTE_0067,AGENT_00218,DRIVER,2026-04-13 05:45:00,2026-04-13 08:33:00
TOUR_20260413_25540,2026-04-13,PARIS_ZONE_011,ROUTE_0067,AGENT_00030,COLLECTOR,2026-04-13 05:45:00,2026-04-13 08:33:00
TOUR_20260413_25541,2026-04-13,PARIS_ZONE_012,ROUTE_0489,AGENT_00822,DRIVER,2026-04-13 11:17:00,2026-04-13 13:29:00
TOUR_20260413_25541,2026-04-13,PARIS_ZONE_012,ROUTE_0489,AGENT_00395,COLLECTOR,2026-04-13 11:17:00,2026-04-13 13:29:00
TOUR_20260413_25541,2026-04-13,PARIS_ZONE_012,ROUTE_0489,AGENT_00583,COLLECTOR,2026-04-13 11:17:00,2026-04-13 13:29:00
TOUR_20260413_25542,2026-04-13,PARIS_ZONE_013,ROUTE_0454,AGENT_00758,DRIVER,2026-04-13 08:04:00,2026-04-13 10:37:00
TOUR_20260413_25542,2026-04-13,PARIS_ZONE_013,ROUTE_0454,AGENT_00819,COLLECTOR,2026-04-13 08:04:00,2026-04-13 10:37:00
TOUR_20260413_25543,2026-04-13,STRASBOURG_ZONE_001,ROUTE_0030,AGENT_00332,DRIVER,2026-04-13 14:54:00,2026-04-13 17:05:00
TOUR_20260413_25543,2026-04-13,STRASBOURG_ZONE_001,ROUTE_0030,AGENT_00899,COLLECTOR,2026-04-13 14:54:00,2026-04-13 17:05:00
TOUR_20260413_25543,2026-04-13,STRASBOURG_ZONE_001,ROUTE_0030,AGENT_00638,COLLECTOR,2026-04-13 14:54:00,2026-04-13 17:05:00
TOUR_20260413_25544,2026-04-13,STRASBOURG_ZONE_002,ROUTE_0047,AGENT_00547,DRIVER,2026-04-13 14:13:00,2026-04-13 16:01:00
TOUR_20260413_25544,2026-04-13,STRASBOURG_ZONE_002,ROUTE_0047,AGENT_00430,COLLECTOR,2026-04-13 14:13:00,2026-04-13 16:01:00
TOUR_20260413_25545,2026-04-13,STRASBOURG_ZONE_003,ROUTE_0413,AGENT_00795,DRIVER,2026-04-13 10:08:00,2026-04-13 12:42:00
TOUR_20260413_25545,2026-04-13,STRASBOURG_ZONE_003,ROUTE_0413,AGENT_00485,COLLECTOR,2026-04-13 10:08:00,2026-04-13 12:42:00
TOUR_20260413_25545,2026-04-13,STRASBOURG_ZONE_003,ROUTE_0413,AGENT_00228,COLLECTOR,2026-04-13 10:08:00,2026-04-13 12:42:00
TOUR_20260413_25546,2026-04-13,STRASBOURG_ZONE_004,ROUTE_0118,AGENT_00513,DRIVER,2026-04-13 10:54:00,2026-04-13 13:14:00
TOUR_20260413_25546,2026-04-13,STRASBOURG_ZONE_004,ROUTE_0118,AGENT_00501,COLLECTOR,2026-04-13 10:54:00,2026-04-13 13:14:00
TOUR_20260413_25547,2026-04-13,STRASBOURG_ZONE_005,ROUTE_0475,AGENT_00066,DRIVER,2026-04-13 10:09:00,2026-04-13 12:27:00
TOUR_20260413_25547,2026-04-13,STRASBOURG_ZONE_005,ROUTE_0475,AGENT_00711,COLLECTOR,2026-04-13 10:09:00,2026-04-13 12:27:00
TOUR_20260413_25548,2026-04-13,STRASBOURG_ZONE_006,ROUTE_0432,AGENT_00002,DRIVER,2026-04-13 06:16:00,2026-04-13 08:32:00
TOUR_20260413_25548,2026-04-13,STRASBOURG_ZONE_006,ROUTE_0432,AGENT_00190,COLLECTOR,2026-04-13 06:16:00,2026-04-13 08:32:00
TOUR_20260413_25549,2026-04-13,STRASBOURG_ZONE_008,ROUTE_0214,AGENT_00496,DRIVER,2026-04-13 13:19:00,2026-04-13 15:45:00
TOUR_20260413_25549,2026-04-13,STRASBOURG_ZONE_008,ROUTE_0214,AGENT_00077,COLLECTOR,2026-04-13 13:19:00,2026-04-13 15:45:00
TOUR_20260413_25550,2026-04-13,STRASBOURG_ZONE_009,ROUTE_0075,AGENT_00261,DRIVER,2026-04-13 14:44:00,2026-04-13 16:49:00
TOUR_20260413_25550,2026-04-13,STRASBOURG_ZONE_009,ROUTE_0075,AGENT_00937,COLLECTOR,2026-04-13 14:44:00,2026-04-13 16:49:00
TOUR_20260413_25551,2026-04-13,STRASBOURG_ZONE_011,ROUTE_0259,AGENT_00292,DRIVER,2026-04-13 08:09:00,2026-04-13 10:34:00
TOUR_20260413_25551,2026-04-13,STRASBOURG_ZONE_011,ROUTE_0259,AGENT_00714,COLLECTOR,2026-04-13 08:09:00,2026-04-13 10:34:00
TOUR_20260413_25552,2026-04-13,STRASBOURG_ZONE_012,ROUTE_0312,AGENT_00333,DRIVER,2026-04-13 07:56:00,2026-04-13 10:00:00
TOUR_20260413_25552,2026-04-13,STRASBOURG_ZONE_012,ROUTE_0312,AGENT_00793,COLLECTOR,2026-04-13 07:56:00,2026-04-13 10:00:00
TOUR_20260413_25552,2026-04-13,STRASBOURG_ZONE_012,ROUTE_0312,AGENT_00966,COLLECTOR,2026-04-13 07:56:00,2026-04-13 10:00:00
TOUR_20260413_25553,2026-04-13,TOULOUSE_ZONE_001,ROUTE_0236,AGENT_00398,DRIVER,2026-04-13 09:17:00,2026-04-13 11:07:00
TOUR_20260413_25553,2026-04-13,TOULOUSE_ZONE_001,ROUTE_0236,AGENT_00095,COLLECTOR,2026-04-13 09:17:00,2026-04-13 11:07:00
TOUR_20260413_25554,2026-04-13,TOULOUSE_ZONE_002,ROUTE_0222,AGENT_00139,DRIVER,2026-04-13 07:29:00,2026-04-13 09:42:00
TOUR_20260413_25554,2026-04-13,TOULOUSE_ZONE_002,ROUTE_0222,AGENT_00747,COLLECTOR,2026-04-13 07:29:00,2026-04-13 09:42:00
TOUR_20260413_25555,2026-04-13,TOULOUSE_ZONE_004,ROUTE_0285,AGENT_00969,DRIVER,2026-04-13 05:59:00,2026-04-13 08:39:00
TOUR_20260413_25555,2026-04-13,TOULOUSE_ZONE_004,ROUTE_0285,AGENT_00341,COLLECTOR,2026-04-13 05:59:00,2026-04-13 08:39:00
TOUR_20260413_25555,2026-04-13,TOULOUSE_ZONE_004,ROUTE_0285,AGENT_00280,SUPERVISOR,2026-04-13 05:59:00,2026-04-13 08:39:00
TOUR_20260413_25556,2026-04-13,TOULOUSE_ZONE_005,ROUTE_0477,AGENT_00627,DRIVER,2026-04-13 06:55:00,2026-04-13 09:31:00
TOUR_20260413_25556,2026-04-13,TOULOUSE_ZONE_005,ROUTE_0477,AGENT_00433,COLLECTOR,2026-04-13 06:55:00,2026-04-13 09:31:00
TOUR_20260413_25557,2026-04-13,TOULOUSE_ZONE_006,ROUTE_0072,AGENT_00691,DRIVER,2026-04-13 06:36:00,2026-04-13 09:43:00
TOUR_20260413_25557,2026-04-13,TOULOUSE_ZONE_006,ROUTE_0072,AGENT_00812,COLLECTOR,2026-04-13 06:36:00,2026-04-13 09:43:00
TOUR_20260413_25558,2026-04-13,TOULOUSE_ZONE_007,ROUTE_0251,AGENT_00926,DRIVER,2026-04-13 09:53:00,2026-04-13 13:52:00
TOUR_20260413_25558,2026-04-13,TOULOUSE_ZONE_007,ROUTE_0251,AGENT_00962,COLLECTOR,2026-04-13 09:53:00,2026-04-13 13:52:00
TOUR_20260413_25559,2026-04-13,TOULOUSE_ZONE_011,ROUTE_0124,AGENT_00885,DRIVER,2026-04-13 15:29:00,2026-04-13 18:23:00
TOUR_20260413_25559,2026-04-13,TOULOUSE_ZONE_011,ROUTE_0124,AGENT_00438,COLLECTOR,2026-04-13 15:29:00,2026-04-13 18:23:00
TOUR_20260413_25560,2026-04-13,TOULOUSE_ZONE_012,ROUTE_0500,AGENT_00097,DRIVER,2026-04-13 06:43:00,2026-04-13 09:45:00
TOUR_20260413_25560,2026-04-13,TOULOUSE_ZONE_012,ROUTE_0500,AGENT_00529,COLLECTOR,2026-04-13 06:43:00,2026-04-13 09:45:00
TOUR_20260413_25560,2026-04-13,TOULOUSE_ZONE_012,ROUTE_0500,AGENT_00959,SUPERVISOR,2026-04-13 06:43:00,2026-04-13 09:45:00
TOUR_20260413_25561,2026-04-13,TOULOUSE_ZONE_013,ROUTE_0081,AGENT_00315,DRIVER,2026-04-13 08:02:00,2026-04-13 10:41:00
TOUR_20260413_25561,2026-04-13,TOULOUSE_ZONE_013,ROUTE_0081,AGENT_00996,COLLECTOR,2026-04-13 08:02:00,2026-04-13 10:41:00
TOUR_20260414_25562,2026-04-14,BORDEAUX_ZONE_002,ROUTE_0347,AGENT_00204,DRIVER,2026-04-14 11:42:00,2026-04-14 14:46:00
TOUR_20260414_25562,2026-04-14,BORDEAUX_ZONE_002,ROUTE_0347,AGENT_00295,COLLECTOR,2026-04-14 11:42:00,2026-04-14 14:46:00
TOUR_20260414_25563,2026-04-14,BORDEAUX_ZONE_003,ROUTE_0360,AGENT_00358,DRIVER,2026-04-14 10:29:00,2026-04-14 12:43:00
TOUR_20260414_25563,2026-04-14,BORDEAUX_ZONE_003,ROUTE_0360,AGENT_00521,COLLECTOR,2026-04-14 10:29:00,2026-04-14 12:43:00
TOUR_20260414_25564,2026-04-14,BORDEAUX_ZONE_004,ROUTE_0414,AGENT_00852,DRIVER,2026-04-14 11:31:00,2026-04-14 14:33:00
TOUR_20260414_25564,2026-04-14,BORDEAUX_ZONE_004,ROUTE_0414,AGENT_00887,COLLECTOR,2026-04-14 11:31:00,2026-04-14 14:33:00
TOUR_20260414_25564,2026-04-14,BORDEAUX_ZONE_004,ROUTE_0414,AGENT_00727,SUPERVISOR,2026-04-14 11:31:00,2026-04-14 14:33:00
TOUR_20260414_25565,2026-04-14,BORDEAUX_ZONE_005,ROUTE_0038,AGENT_00383,DRIVER,2026-04-14 13:32:00,2026-04-14 16:09:00
TOUR_20260414_25565,2026-04-14,BORDEAUX_ZONE_005,ROUTE_0038,AGENT_00605,COLLECTOR,2026-04-14 13:32:00,2026-04-14 16:09:00
TOUR_20260414_25565,2026-04-14,BORDEAUX_ZONE_005,ROUTE_0038,AGENT_00911,SUPERVISOR,2026-04-14 13:32:00,2026-04-14 16:09:00
TOUR_20260414_25566,2026-04-14,BORDEAUX_ZONE_006,ROUTE_0370,AGENT_00344,DRIVER,2026-04-14 11:02:00,2026-04-14 14:13:00
TOUR_20260414_25566,2026-04-14,BORDEAUX_ZONE_006,ROUTE_0370,AGENT_00853,COLLECTOR,2026-04-14 11:02:00,2026-04-14 14:13:00
TOUR_20260414_25567,2026-04-14,BORDEAUX_ZONE_008,ROUTE_0252,AGENT_00845,DRIVER,2026-04-14 11:26:00,2026-04-14 13:59:00
TOUR_20260414_25567,2026-04-14,BORDEAUX_ZONE_008,ROUTE_0252,AGENT_00975,COLLECTOR,2026-04-14 11:26:00,2026-04-14 13:59:00
TOUR_20260414_25568,2026-04-14,BORDEAUX_ZONE_009,ROUTE_0020,AGENT_00523,DRIVER,2026-04-14 07:26:00,2026-04-14 09:34:00
TOUR_20260414_25568,2026-04-14,BORDEAUX_ZONE_009,ROUTE_0020,AGENT_00774,COLLECTOR,2026-04-14 07:26:00,2026-04-14 09:34:00
TOUR_20260414_25569,2026-04-14,BORDEAUX_ZONE_010,ROUTE_0024,AGENT_00074,DRIVER,2026-04-14 05:43:00,2026-04-14 08:26:00
TOUR_20260414_25569,2026-04-14,BORDEAUX_ZONE_010,ROUTE_0024,AGENT_00730,COLLECTOR,2026-04-14 05:43:00,2026-04-14 08:26:00
TOUR_20260414_25569,2026-04-14,BORDEAUX_ZONE_010,ROUTE_0024,AGENT_00913,SUPERVISOR,2026-04-14 05:43:00,2026-04-14 08:26:00
TOUR_20260414_25570,2026-04-14,BORDEAUX_ZONE_011,ROUTE_0435,AGENT_00858,DRIVER,2026-04-14 09:21:00,2026-04-14 11:53:00
TOUR_20260414_25570,2026-04-14,BORDEAUX_ZONE_011,ROUTE_0435,AGENT_00389,COLLECTOR,2026-04-14 09:21:00,2026-04-14 11:53:00
TOUR_20260414_25570,2026-04-14,BORDEAUX_ZONE_011,ROUTE_0435,AGENT_00869,SUPERVISOR,2026-04-14 09:21:00,2026-04-14 11:53:00
TOUR_20260414_25571,2026-04-14,BORDEAUX_ZONE_012,ROUTE_0015,AGENT_00973,DRIVER,2026-04-14 14:04:00,2026-04-14 16:01:00
TOUR_20260414_25571,2026-04-14,BORDEAUX_ZONE_012,ROUTE_0015,AGENT_00949,COLLECTOR,2026-04-14 14:04:00,2026-04-14 16:01:00
TOUR_20260414_25572,2026-04-14,BORDEAUX_ZONE_013,ROUTE_0328,AGENT_00861,DRIVER,2026-04-14 11:45:00,2026-04-14 14:21:00
TOUR_20260414_25572,2026-04-14,BORDEAUX_ZONE_013,ROUTE_0328,AGENT_00192,COLLECTOR,2026-04-14 11:45:00,2026-04-14 14:21:00
TOUR_20260414_25573,2026-04-14,BORDEAUX_ZONE_014,ROUTE_0431,AGENT_00908,DRIVER,2026-04-14 07:31:00,2026-04-14 09:59:00
TOUR_20260414_25573,2026-04-14,BORDEAUX_ZONE_014,ROUTE_0431,AGENT_00791,COLLECTOR,2026-04-14 07:31:00,2026-04-14 09:59:00
TOUR_20260414_25574,2026-04-14,LILLE_ZONE_001,ROUTE_0190,AGENT_00782,DRIVER,2026-04-14 10:39:00,2026-04-14 12:59:00
TOUR_20260414_25574,2026-04-14,LILLE_ZONE_001,ROUTE_0190,AGENT_00446,COLLECTOR,2026-04-14 10:39:00,2026-04-14 12:59:00
TOUR_20260414_25575,2026-04-14,LILLE_ZONE_002,ROUTE_0154,AGENT_00657,DRIVER,2026-04-14 06:23:00,2026-04-14 08:57:00
TOUR_20260414_25575,2026-04-14,LILLE_ZONE_002,ROUTE_0154,AGENT_00441,COLLECTOR,2026-04-14 06:23:00,2026-04-14 08:57:00
TOUR_20260414_25575,2026-04-14,LILLE_ZONE_002,ROUTE_0154,AGENT_00860,SUPERVISOR,2026-04-14 06:23:00,2026-04-14 08:57:00
TOUR_20260414_25576,2026-04-14,LILLE_ZONE_004,ROUTE_0164,AGENT_00563,DRIVER,2026-04-14 06:02:00,2026-04-14 08:36:00
TOUR_20260414_25576,2026-04-14,LILLE_ZONE_004,ROUTE_0164,AGENT_00748,COLLECTOR,2026-04-14 06:02:00,2026-04-14 08:36:00
TOUR_20260414_25577,2026-04-14,LILLE_ZONE_005,ROUTE_0201,AGENT_00172,DRIVER,2026-04-14 06:59:00,2026-04-14 09:35:00
TOUR_20260414_25577,2026-04-14,LILLE_ZONE_005,ROUTE_0201,AGENT_00474,COLLECTOR,2026-04-14 06:59:00,2026-04-14 09:35:00
TOUR_20260414_25577,2026-04-14,LILLE_ZONE_005,ROUTE_0201,AGENT_00125,COLLECTOR,2026-04-14 06:59:00,2026-04-14 09:35:00
TOUR_20260414_25578,2026-04-14,LILLE_ZONE_006,ROUTE_0383,AGENT_00134,DRIVER,2026-04-14 07:37:00,2026-04-14 10:12:00
TOUR_20260414_25578,2026-04-14,LILLE_ZONE_006,ROUTE_0383,AGENT_00177,COLLECTOR,2026-04-14 07:37:00,2026-04-14 10:12:00
TOUR_20260414_25579,2026-04-14,LILLE_ZONE_007,ROUTE_0443,AGENT_00356,DRIVER,2026-04-14 06:04:00,2026-04-14 08:28:00
TOUR_20260414_25579,2026-04-14,LILLE_ZONE_007,ROUTE_0443,AGENT_00256,COLLECTOR,2026-04-14 06:04:00,2026-04-14 08:28:00
TOUR_20260414_25579,2026-04-14,LILLE_ZONE_007,ROUTE_0443,AGENT_00659,COLLECTOR,2026-04-14 06:04:00,2026-04-14 08:28:00
